,Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Descr,Key,Faculty,Department,Program,Degree,Website
5533,22975,JOUR,437,Turning Points in Journalism History,3.0,LEC,Lecture,Prerequisite: 60 credits or permission of the Department,UGRD,,"By concentrating on seminal moments reflected in a range of news media forms, this course examines technological, socio-cultural, political, and historical trends that have contributed to journalism?s development as a set of complex practices. Special attention is given to innovative journalists who have advanced the field.

NOTE: Students who have received credit for JOUR 332 may not take this course for credit.",,,,,,
5534,22977,JOUR,442,INTERNATIONAL JOURNALISM,3.0,LEC,Lecture,Prerequisite: completed a minimum of 60 credits.,UGRD,,"Prerequisite: 60 credits or permission of the Department. This course examines
cross-cultural journalism practices as they pertain to both international news coverage and local reporting in a multicultural setting. The course asks students to apply basic theoretical concepts to case studies of the news.",,,,,,
5535,22978,JOUR,444,Critical Approaches to Journalism,3.0,LEC,Lecture,You must have completed a minimum amount of 60 credits.,UGRD,,"This course introduces students to a scholarly critique of journalism, both as a practice and as an institution. By interrogating specific readings, students are encouraged to consider the journalist as a cultural producer operating within overlapping social, political, and economic contexts.
Prerequisite: 60 credits or permission of the Department.




",,,,,,
5536,22980,JOUR,450,Journalism Practicum,3.0,PRA,Practicum/Intership/work term,Prerequisite: 60 credits and enrollment in a Journalism program.,UGRD,,"Students who have demonstrated ability, near the end of their program, undertake a practicum at a recognized media outlet, under the supervision of a senior journalist and with permission of the Department's undergraduate program director",FAS_297,FAS,Journalism,Journalism,Bachelor,
5537,22981,JOUR,451,Independent Study,3.0,TUT,Tutorial,Prerequisite: 60 credits and enrollment in a Journalism program.,UGRD,,"Students who have demonstrated ability may, near the end of their program, undertake an independent study on a topic not otherwise covered by the program, under the direction of one or more faculty members.",,,,,,
5538,22983,JOUR,463,Literary Journalism,3.0,LEC,Lecture,Prerequisite: 60 credits completed or permission of the Department.,UGRD,,"This course explores the literary value of selected, seminal journalistic writings by examining the work of journalists, both past and present, as well as other non-fiction writers, including those in Canada, U.S., U.K., and elsewhere. Students will appreciate how literary styles and conventions can enhance journalistic practices",,,,,,
5539,22995,JOUR,500,CRITICAL APPROACHES TO JOURNALISM,3.0,LEC,Lecture,,GRAD,,Please see GRAD Calendar,,,,,,
5540,22997,JOUR,502,INTRODUCTION TO REPORTING,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,FAS_298,FAS,Journalism,Journalism,Certificate,
5541,22998,JOUR,503,Introduction to Visual Journalism,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,FAS_299,FAS,Journalism,Digital Innovation in Journalism Studies / Visual Journalism,Master / Certificate,
5542,22999,JOUR,504,INTERMEDIATE REPORTING,3.0,WKS,Workshop,Prerequisite: JOUR502.,GRAD,,Please see GRAD Calendar,FAS_300,FAS,Journalism,Journalism,Certificate,
5543,23000,JOUR,505,ADVANCED REPORTING,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,FAS_301,FAS,Journalism,Journalism,Certificate,
5544,23002,JOUR,507,Basics of Digital Imaging,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,FAS_302,FAS,Journalism,Visual Journalism,Certificate,
5545,23003,JOUR,508,RESEARCH PROJECT,3.0,TUT,Tutorial,,GRAD,,Please see GRAD Calendar,FAS_550,FAS,Journalism,Journalism,Certificate,
5546,23004,JOUR,509,COPY EDITING,3.0,WKS,Workshop,Prerequisite: JOUR504.,GRAD,,Please see GRAD Calendar,,,,,,
5547,23006,JOUR,511,INTRODUCTION TO MULTIMEDIA,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,,,,,,
5548,23008,JOUR,513,JOURNALISM ETHICS & THE LAW,3.0,LEC,Lecture,,GRAD,,Please see GRAD Calendar,,,,,,
5549,23012,JOUR,519,COMPUTER ASSISTED REPORTING,3.0,WKS,Workshop,Prerequisite: JOUR504.,GRAD,,Please see GRAD Calendar,,,,,,
5550,23013,JOUR,520,DIRECTED STUDY,3.0,TUT,Tutorial,,GRAD,,Please see GRAD Calendar,,,,,,
5551,23021,JOUR,528,THE DIGITAL MAGAZINE,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,FAS_306,FAS,Journalism,Journalism,Certificate,
5552,23022,JOUR,530,ADVANCED RADIO NEWS,3.0,WKS,Workshop,Prerequisite: JOUR511.,GRAD,,Please see GRAD Calendar,FAS_307,FAS,Journalism,Journalism,Certificate,
5553,23023,JOUR,532,DOCUMENTARY VIDEO AND RADIO,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,FAS_309,FAS,Journalism,Visual Journalism,Certificate,
5554,23024,JOUR,536,ADVANCED VIDEO JOURNALISM,3.0,WKS,Workshop,   Course Prerequisite: JOUR511,GRAD,,Please see GRAD Calendar,,,,,,
5555,23025,JOUR,566,PHOTOJOURNALISM,3.0,WKS,Workshop,,GRAD,,Please see GRAD Calendar,,,,,,
5556,23026,JOUR,601,Critical Approaches to Journalistic Thought,3.0,SEM,Seminar,,GRAD,,"This course  introduces students to a scholarly critique of journalism, both as a practice and as an institution. Students examine specific readings from an overlapping social, political and economic context to consider the role of journalists as cultural producers.",,,,,,
5557,23027,JOUR,602,FOUNDATIONS JOUR THOUGHT II,3.0,SEM,Seminar,Prerequisite: JOUR601.,GRAD,,Please see GRAD Calendar,,,,,,
5558,23028,JOUR,603,POLICITAL ECONOMY/JOURNALISM,3.0,SEM,Seminar,,GRAD,,Please see GRAD Calendar,,,,,,
5559,23029,JOUR,604,RESEARCH METHODS,3.0,SEM,Seminar,,GRAD,,Please see GRAD Calendar,,,,,,
5560,23030,JOUR,610,INTERNATIONAL JOURNALISM,3.0,SEM,Seminar,,GRAD,,Please see GRAD Calendar,,,,,,
5561,23031,JOUR,620,Journalism Ethics and the Law,3.0,SEM,Seminar,,GRAD,,This course examines the journalist?s responsibility in terms of both ethics and the law. It introduces students to a representative cross-section of ethical theories and codes and takes an intensive look at the most common legal issues affecting the practice of journalism.,,,,,,
5562,23032,JOUR,630,MEDIATING DIVERSITY,3.0,SEM,Seminar,,GRAD,,Please see GRAD Calendar,FAS_313,FAS,Journalism,Digital Innovation in Journalism Studies,Master,
5563,23033,JOUR,640,TEXTUAL APPROACHES TO JOUR,3.0,SEM,Seminar,,GRAD,,Please see GRAD Calendar,,,,,,
5564,23034,JOUR,650,JOURNALISM RDGS/PROPOSAL,6.0,TUT,Tutorial,   Course Prerequisite: JOUR602,GRAD,,Please see GRAD Calendar,,,,,,
5565,41563,JOUR,542,International Journalism,3.0,LEC,Lecture,,GRAD,,This course examines the way journalism is practiced in a selected country or tradition. The focus of the course may change from year to year.,,,,,,
5566,41565,JOUR,690,THESIS,21.0,LEC,Lecture,Prerequisite: JOUR650.,GRAD,,Please see GRAD Calendar,,,,,,
5567,46240,JOUR,645,DIRECTED STUDY,3.0,TUT,Tutorial,,GRAD,,Please see GRAD Calendar,,,,,,
5568,46843,JOUR,298,SPECIAL TOPICS IN JOURNALISM,3.0,LEC,Lecture,,UGRD,,Please see UGRD Calendar,,,,,,
5569,46844,JOUR,398,SPECIAL TOPICS IN JOURNALISM,3.0,LEC,Lecture,,UGRD,,Please see UGRD Calendar,,,,,,
5570,46845,JOUR,425,SPECIAL TOPICS IN JOURNALISM,3.0,LEC,Lecture,,UGRD,,Please see UGRD Calendar,,,,,,
5571,46846,JOUR,426,SPECIAL TOPICS IN JOURNALISM,3.0,LEC,Lecture,,UGRD,,Please see UGRD Calendar,,,,,,
5572,46847,JOUR,498,ADV. SPECIAL TOPICS IN JOUR.,3.0,LEC,Lecture,,UGRD,,Please see UGRD Calendar,,,,,,
5573,46848,JOUR,525,SPECIAL TOPICS IN JOURNALISM,3.0,LEC,Lecture,,GRAD,,Please see GRAD Calendar,,,,,,
5574,46849,JOUR,526,SPECIAL TOPICS IN JOURNALISM,3.0,LEC,Lecture,,GRAD,,Please see GRAD Calendar,,,,,,
5575,47315,JOUR,527,Elements of Lighting for VJ,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar,FAS_305,FAS,Journalism,Visual Journalism,Certificate,
5576,47316,JOUR,521,Visual Story-Telling,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar,FAS_303,FAS,Journalism,Visual Journalism,Certificate,
5577,47317,JOUR,523,News and Feature Photography,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar,FAS_304,FAS,Journalism,Visual Journalism,Certificate,
5578,47318,JOUR,531,Visual Journalism Photo Editing,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar,FAS_308,FAS,Journalism,Visual Journalism,Certificate,
5579,47319,JOUR,535,Documentary and Photographic Series,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar,FAS_310,FAS,Journalism,Visual Journalism,Certificate,
5580,47320,JOUR,537,Visual Journalism Portfolio,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar,FAS_311,FAS,Journalism,Visual Journalism,Certificate,
5581,47441,JOUR,646,DIRECTED READING COURSE - JOURNALISTIC STRATEGIES,3.0,SEM,Seminar,,GRAD,,,,,,,,
5582,47802,JOUR,206,INTRODUCTION TO REPORTING,3.0,CON,Conference,Prerequisite: Enrolment in the Journalism program.,UGRD,JOUR 206 = JOUR 201,Please see Undergraduate Calendar.,FAS_282,FAS,Journalism,Journalism,Bachelor,
5583,47802,JOUR,206,INTRODUCTION TO REPORTING,3.0,CON,Conference,Prerequisite: Enrolment in the Journalism program.,UGRD,,Please see Undergraduate Calendar.,FAS_282,FAS,Journalism,Journalism,Bachelor,
5584,47802,JOUR,206,INTRODUCTION TO REPORTING,3.0,WKS,Workshop,Prerequisite: Enrolment in the Journalism program.,UGRD,JOUR 206 = JOUR 201,Please see Undergraduate Calendar.,FAS_282,FAS,Journalism,Journalism,Bachelor,
5585,47802,JOUR,206,INTRODUCTION TO REPORTING,3.0,WKS,Workshop,Prerequisite: Enrolment in the Journalism program.,UGRD,,Please see Undergraduate Calendar.,FAS_282,FAS,Journalism,Journalism,Bachelor,
5586,47803,JOUR,207,Introduction to Multimedia,3.0,CON,Conference,Prerequisite: Enrolment in the Journalism program.,UGRD,JOUR 221 = JOUR 207,"This workshop course introduces students to the use of technology across all digital news platforms, including audio and visual equipment and software. It focuses on the development of the necessary professional, technical and aesthetic skills to produce editorially sound audio and visual stories. Students are expected to master the use of cameras, recording equipment, and editing software as well as basic digital tools for journalists.

NOTE: Students who have received credit for JOUR 200, 203 or 221 may not take this course for credit.",FAS_283,FAS,Journalism,Journalism,Bachelor,
5587,47803,JOUR,207,Introduction to Multimedia,3.0,CON,Conference,Prerequisite: Enrolment in the Journalism program.,UGRD,,"This workshop course introduces students to the use of technology across all digital news platforms, including audio and visual equipment and software. It focuses on the development of the necessary professional, technical and aesthetic skills to produce editorially sound audio and visual stories. Students are expected to master the use of cameras, recording equipment, and editing software as well as basic digital tools for journalists.

NOTE: Students who have received credit for JOUR 200, 203 or 221 may not take this course for credit.",FAS_283,FAS,Journalism,Journalism,Bachelor,
5588,47803,JOUR,207,Introduction to Multimedia,3.0,WKS,Workshop,Prerequisite: Enrolment in the Journalism program.,UGRD,JOUR 221 = JOUR 207,"This workshop course introduces students to the use of technology across all digital news platforms, including audio and visual equipment and software. It focuses on the development of the necessary professional, technical and aesthetic skills to produce editorially sound audio and visual stories. Students are expected to master the use of cameras, recording equipment, and editing software as well as basic digital tools for journalists.

NOTE: Students who have received credit for JOUR 200, 203 or 221 may not take this course for credit.",FAS_283,FAS,Journalism,Journalism,Bachelor,
5589,47803,JOUR,207,Introduction to Multimedia,3.0,WKS,Workshop,Prerequisite: Enrolment in the Journalism program.,UGRD,,"This workshop course introduces students to the use of technology across all digital news platforms, including audio and visual equipment and software. It focuses on the development of the necessary professional, technical and aesthetic skills to produce editorially sound audio and visual stories. Students are expected to master the use of cameras, recording equipment, and editing software as well as basic digital tools for journalists.

NOTE: Students who have received credit for JOUR 200, 203 or 221 may not take this course for credit.",FAS_283,FAS,Journalism,Journalism,Bachelor,
5590,47804,JOUR,208,INTERMEDIATE REPORTING,3.0,CON,Conference,Prerequisite: JOUR 206 and JOUR207.,UGRD,JOUR 206 = JOUR 201,"Prerequisite: JOUR 206 and 207. This workshop course builds on reporting, writing and research fundamentals with increased emphasis on reporting stories in the community. Practical out-of-class assignments focus on the city of Montreal. Students are expected to report on public events, conduct interviews, and write news and feature stories for print and digital outlets.

NOTE: Students who have received credit for JOUR 201 may not take this course for credit.",FAS_284,FAS,Journalism,Journalism,Bachelor,
5591,47804,JOUR,208,INTERMEDIATE REPORTING,3.0,CON,Conference,Prerequisite: JOUR 206 and JOUR207.,UGRD,,"Prerequisite: JOUR 206 and 207. This workshop course builds on reporting, writing and research fundamentals with increased emphasis on reporting stories in the community. Practical out-of-class assignments focus on the city of Montreal. Students are expected to report on public events, conduct interviews, and write news and feature stories for print and digital outlets.

NOTE: Students who have received credit for JOUR 201 may not take this course for credit.",FAS_284,FAS,Journalism,Journalism,Bachelor,
5592,47804,JOUR,208,INTERMEDIATE REPORTING,3.0,WKS,Workshop,Prerequisite: JOUR 206 and JOUR207.,UGRD,JOUR 206 = JOUR 201,"Prerequisite: JOUR 206 and 207. This workshop course builds on reporting, writing and research fundamentals with increased emphasis on reporting stories in the community. Practical out-of-class assignments focus on the city of Montreal. Students are expected to report on public events, conduct interviews, and write news and feature stories for print and digital outlets.

NOTE: Students who have received credit for JOUR 201 may not take this course for credit.",FAS_284,FAS,Journalism,Journalism,Bachelor,
5593,47804,JOUR,208,INTERMEDIATE REPORTING,3.0,WKS,Workshop,Prerequisite: JOUR 206 and JOUR207.,UGRD,,"Prerequisite: JOUR 206 and 207. This workshop course builds on reporting, writing and research fundamentals with increased emphasis on reporting stories in the community. Practical out-of-class assignments focus on the city of Montreal. Students are expected to report on public events, conduct interviews, and write news and feature stories for print and digital outlets.

NOTE: Students who have received credit for JOUR 201 may not take this course for credit.",FAS_284,FAS,Journalism,Journalism,Bachelor,
5594,47805,JOUR,209,Intermediate Multimedia,3.0,CON,Conference,Prerequisite: JOUR 206 and 207.,UGRD,,"This workshop course expands on technical and editorial fundamentals with increased emphasis on the use of digital news technology in journalistic storytelling. Students also learn the basics of web layout and design, CMS, and writing formats for these news platforms. Students strengthen their skills by producing multimedia stories using the city of Montreal as their focus.

NOTE: Students who have received credit for JOUR 221 may not take this course for credit.",FAS_285,FAS,Journalism,Journalism,Bachelor,
5595,47805,JOUR,209,Intermediate Multimedia,3.0,WKS,Workshop,Prerequisite: JOUR 206 and 207.,UGRD,,"This workshop course expands on technical and editorial fundamentals with increased emphasis on the use of digital news technology in journalistic storytelling. Students also learn the basics of web layout and design, CMS, and writing formats for these news platforms. Students strengthen their skills by producing multimedia stories using the city of Montreal as their focus.

NOTE: Students who have received credit for JOUR 221 may not take this course for credit.",FAS_285,FAS,Journalism,Journalism,Bachelor,
5596,47806,JOUR,216,Law and Ethics in Journalism,3.0,LEC,Lecture,"Prerequisite: JOUR206 and JOUR207. Students who have received credit for JOUR316, 317 or COMS453 may not take this course for credit..",UGRD,JOUR 316 = JOUR 216,"This course looks at issues and practices in journalism
within the contexts of law and ethics. It aims to provide students with an understanding of
professional standards and legal norms, together with a strong foundation in ethical
reasoning.

NOTE: Students who have received credit for JOUR 316, 317 or COMS 453 may not take
this course for credit.",,,,,,
5597,47806,JOUR,216,Law and Ethics in Journalism,3.0,LEC,Lecture,"Prerequisite: JOUR206 and JOUR207. Students who have received credit for JOUR316, 317 or COMS453 may not take this course for credit..",UGRD,,"This course looks at issues and practices in journalism
within the contexts of law and ethics. It aims to provide students with an understanding of
professional standards and legal norms, together with a strong foundation in ethical
reasoning.

NOTE: Students who have received credit for JOUR 316, 317 or COMS 453 may not take
this course for credit.",,,,,,
5598,47807,JOUR,420,"GENDER, DIVERSITY AND JOURNALISM",3.0,LEC,Lecture,,UGRD,,Please see Undergraduate Calendar.,,,,,,
5599,47808,JOUR,501,RESEARCH METHODS FOR JOURNALISM,3.0,WKS,Workshop,,GRAD,,Please see Undergraduate Calendar.,,,,,,
5600,47809,JOUR,503,INTRODUCTION TO VISUAL JOURNALISM,3.0,WKS,Workshop,,GRAD,,Please see Undergraduate Calendar.,FAS_299,FAS,Journalism,Digital Innovation in Journalism Studies / Visual Journalism,Master / Certificate,
5601,47810,JOUR,505,ADVANCED REPORTING,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar.,FAS_301,FAS,Journalism,Journalism,Certificate,
5602,47811,JOUR,507,BASICS OF DIGITAL IMAGING,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar.,FAS_302,FAS,Journalism,Visual Journalism,Certificate,
5603,47812,JOUR,510,WEB EDITING AND PAGE DESIGN,3.0,WKS,Workshop,,GRAD,,Please see Graduate Calendar.,,,,,,
5604,48363,JOUR,325,SOCIAL MEDIA AND MOBILE REPORTING,3.0,WKS,Workshop,"Prerequisite: JOUR206, JOUR207, JOUR208 and JOUR209.",UGRD,,"Prerequisite: JOUR 206, 207, 208 and 209. This workshop course emphasizes the
professional and ethical use of social media and mobile technology to report on current affairs topics. Students are expected to use all forms of social media to report on the community.",FAS_289,FAS,Journalism,Journalism,Bachelor,
5605,48364,JOUR,445,ADVANCED PHOTOJOURNALISM,3.0,WKS,Workshop,Prerequisite: JOUR 321,UGRD,JOUR 366=466=445,"Prerequisite: JOUR 321. This workshop course expands on the photojournalism fundamentals, where students apply their knowl-edge of theory and aesthetics of long- and short-form news photography. Students use digital cameras and other technologies to complete coursework and to master the professional techniques of news photography.

NOTE: Students who have received credit for JOUR 366 or 466 may not take this course for credit.",FAS_296,FAS,Journalism,Journalism,Bachelor,
5606,48365,JOUR,335,ALTERNATIVE JOURNALISM,3.0,LEC,Lecture,Prerequisite: 30 credits or permission of the Department.,UGRD,JOUR 435 =JOUR 335,"Prerequisite: 30 credits or permission of the Department. This course considers the
alternative news organizations in a variety of media forms. It examines both historical and contemporary examples in the context of an expanding and diversifying media landscape.

Note: Students who have received credit for JOUR 435 or for this topic under a JOUR 298 number may not take this course for credit.",,,,,,
5607,48366,JOUR,443,THE DIGITAL MAGAZINE,3.0,CON,Conference,Prerequisite: JOUR404 or JOUR421 or JOUR432 or JOUR445.,UGRD,,This capstone course requires students to produce the Department?s Digital Magazine. The course replicates the working conditions and journalistic expectations of a digital newsroom. Students are expected to work in editorial teams to create current and updated multimedia content throughout the term.,FAS_295,FAS,Journalism,Journalism,Bachelor,
5608,48366,JOUR,443,THE DIGITAL MAGAZINE,3.0,WKS,Workshop,Prerequisite: JOUR404 or JOUR421 or JOUR432 or JOUR445.,UGRD,,This capstone course requires students to produce the Department?s Digital Magazine. The course replicates the working conditions and journalistic expectations of a digital newsroom. Students are expected to work in editorial teams to create current and updated multimedia content throughout the term.,FAS_295,FAS,Journalism,Journalism,Bachelor,
5609,48646,JOUR,605,Digital Innovation in Journalism,3.0,CON,Conference,,GRAD,,"This course offers lectures and workshops in digital innovation and web design, with a focus on design features related to journalism production and news platforms.",FAS_312,FAS,Journalism,Digital Innovation in Journalism Studies / Journalism / Visual Journalism,Master / Certificate,
5610,48646,JOUR,605,Digital Innovation in Journalism,3.0,SEM,Seminar,,GRAD,,"This course offers lectures and workshops in digital innovation and web design, with a focus on design features related to journalism production and news platforms.",FAS_312,FAS,Journalism,Digital Innovation in Journalism Studies / Journalism / Visual Journalism,Master / Certificate,
5611,48647,JOUR,691,Thesis,24.0,SEM,Seminar,Prerequisite: JOUR650,GRAD,,"The thesis is researched and written under the direction of a supervisor. Upon completion, it is submitted to the student?s Thesis Committee. The thesis is defended in an oral examination before the Thesis Committee.",FAS_551,FAS,Journalism,Digital Innovation in Journalism Studies,Master,
5612,48648,JOUR,693,Research-Creation Thesis,24.0,SEM,Seminar,Prerequisite: JOUR605,GRAD,,"The Research-Creation Thesis is specifically designed for students with media production experience who wish to complete an original media production using a suitable media platform, complemented by a text of approximately 10,000 words comprising a literature and media review, a theoretical and methodological contextualization, and a critical reflection on the project and its outcomes.",FAS_552,FAS,Journalism,Digital Innovation in Journalism Studies,Master,
5613,48649,JOUR,694,Essay,18.0,SEM,Seminar,"Prerequisite: JOUR601, JOUR604 and JOUR605.",GRAD,,"Students produce an essay on a research topic developed in consultation with a  faculty member that explores a specific issue relevant to journalism studies. The final essay must be evaluated by a second faculty member. The essay's length is approximately 40 pages, which does not include a bibliography. The course is normally taken in term five of the students' degree.",FAS_553,FAS,Journalism,Digital Innovation in Journalism Studies,Master,
5614,49113,JOUR,642,Special Topics in Journalism Studies,3.0,CON,Conference,,GRAD,,This seminar permits the in-depth examination of particular special topics in digital innovation in journalism studies.  Topics vary from year to year.,,,,,,
5615,49113,JOUR,642,Special Topics in Journalism Studies,3.0,SEM,Seminar,,GRAD,,This seminar permits the in-depth examination of particular special topics in digital innovation in journalism studies.  Topics vary from year to year.,,,,,,
5616,50056,JOUR,340,Communicating Science with Society,3.0,WKS,Workshop,Prerequisite: Enrolment in the Major in Journalism or the Minor in Science Journalism.,UGRD,,This is an experiential course that blends journalism theory and practice to examine issues and practices related to the communication of science with society. Students learn to both produce and critique science journalism in a variety of multimedia formats.,,,,,,
5617,23071,JPER,220,JAZZ ENSEMBLE I,6.0,LEC,Lecture,   Never Taken/Not Registered: CMUS300,UGRD,CMUS 300 = JPER 220,Please see UGRD Calendar,,,,,,
5618,23073,JPER,221,JAZZ ENSEMBLE I,3.0,STU,Studio,for students who have completed JAZZ 200 previously or concurrently.,UGRD,,"A performance course in which students participate in various Concordia jazz ensembles.
Prerequisite: JAZZ 200 previously or concurrently, or permission of the Department of Music upon successful audition. 
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 220 may not take this course for credit.",,,,,,
5619,23074,JPER,251,JAZZ PRIVATE STUDY I,3.0,PST,Private Studies,,UGRD,,"This course offers individual vocal or instrumental instruction in jazz performance.
Prerequisite: Enrolment in the Specialization in Jazz Studies and written permission of the Department of Music. 
NOTE: Students are required to assume part of the cost of private lessons.
NOTE: Students who have received credit for MPER 251 or MUSI 231 may not take this course for credit.",,,,,,
5620,23086,JPER,252,JAZZ PRIVATE STUDY II,3.0,PST,Private Studies, ; Course Prerequisite: JPER251,UGRD,,"A continuation of JPER 251.
Prerequisite: JPER 251 and written permission of the Department of Music. 
NOTE: Students who have received credit for MPER 252 or MUSI 232 may not take this course for credit.",,,,,,
5621,23098,JPER,321,Jazz Ensemble II,3.0,STU,Studio,"   Never Taken/Not Registered: CMUS401 You must complete 1 of the following rules   Course Prerequisite: JPER220, JPER221",UGRD,CMUS 401 = JPER 321,"A continuation of JPER 221.
Prerequisite: JPER 221.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.",,,,,,
5622,23099,JPER,330,Jazz Improvisation I,6.0,STU,Studio,"   Never Taken/Not Registered: MPER330; Course Corequisite: JAZZ200 You must complete 1 of the following rules   Course Corequisite: JAZZ252, INMS252",UGRD,JPER 330 = MPER 330,"A performance-analysis course that examines the craft of jazz improvisation. A broad spectrum of jazz improvisational styles is examined. Participation in public performance is required.
Prerequisite: JAZZ 200; JAZZ 252 previously or concurrently.
NOTE: Students who have received credit for MPER 330 may not take this course for credit.



",,,,,,
5623,23100,JPER,341,Jazz Vocal Repertoire I,3.0,STU,Studio,"You must complete 1 of the following rules   Course Prerequisite: JAZZ200 You must complete 1 of the following rules   Course Corequisite: MUSI231, MPER251, JPER251",UGRD,JPER 341 = MPER 498L,"A study of jazz vocal technique through performance of representative compositions and arrangements, and study of professional recordings demonstrating various jazz vocal styles. Special focus is on performance styles and building audience-performer relationships. Students are expected to participate in public performances.
Prerequisite: JAZZ 200; JPER 251, MUSI 231 or MPER 251 (voice) previously or concurrently.




",FFA_134,FFA,Music,Jazz Performance,Bachelor,
5624,23100,JPER,341,Jazz Vocal Repertoire I,3.0,TUT,Tutorial,"You must complete 1 of the following rules   Course Prerequisite: JAZZ200 You must complete 1 of the following rules   Course Corequisite: MUSI231, MPER251, JPER251",UGRD,JPER 341 = MPER 498L,"A study of jazz vocal technique through performance of representative compositions and arrangements, and study of professional recordings demonstrating various jazz vocal styles. Special focus is on performance styles and building audience-performer relationships. Students are expected to participate in public performances.
Prerequisite: JAZZ 200; JPER 251, MUSI 231 or MPER 251 (voice) previously or concurrently.




",FFA_134,FFA,Music,Jazz Performance,Bachelor,
5625,23102,JPER,421,Jazz Ensemble III,3.0,STU,Studio,   Course Prerequisite: JPER321; Never Taken/Not Registered: CMUS402,UGRD,CMUS 402 = JPER 421,"A continuation of JPER 321.
Prerequisite: JPER 321.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for CMUS 402 may not take this course for credit.",,,,,,
5626,23103,JPER,430,Jazz Improvisation II,6.0,STU,Studio,   Course Prerequisite: JPER330; Never Taken/Not Registered: MPER430,UGRD,JPER 430 = MPER 430,"A continuation of JPER 330.
Prerequisite: JPER 330.
NOTE: Students who have received credit for MPER 430 may not take this course for credit.



",,,,,,
5627,23104,JPER,441,Jazz Vocal Repertoire II,3.0,STU,Studio,   Course Prerequisite: JPER341; Never Taken/Not Registered: MPER498*,UGRD,JPER 441 = MPER 498O,"A continuation of JPER 341.
Prerequisite: JPER 341.
NOTE: Students who have received credit for this topic under a MPER 498 number may not take this course for credit.



",FFA_139,FFA,Music,Jazz Performance,Bachelor,
5628,23104,JPER,441,Jazz Vocal Repertoire II,3.0,TUT,Tutorial,   Course Prerequisite: JPER341; Never Taken/Not Registered: MPER498*,UGRD,JPER 441 = MPER 498O,"A continuation of JPER 341.
Prerequisite: JPER 341.
NOTE: Students who have received credit for this topic under a MPER 498 number may not take this course for credit.



",FFA_139,FFA,Music,Jazz Performance,Bachelor,
5629,23105,JPER,471,Independent Study I,3.0,STU,Studio,You must have completed a minimum amount of 48 credits.,UGRD,,"A student-designed course of study, approved by an advisor, on an area of jazz performance practice. When appropriate, the study may include a performance.
Prerequisite: Second-year standing or equivalent, and written permission of the Department of Music.
66 or fewer credits remaining in degree program.
Students may count a maximum of nine credits in independent studies towards their degree program.


",,,,,,
5630,23106,JPER,472,Independent Study II,3.0,STU,Studio, ; Course Prerequisite: JPER471,UGRD,,"A student repeating JPER 471 registers for JPER 472 for credit.
Prerequisite: JPER 471 and written permission of the Department of Music.
Students may count a maximum of nine credits in independent studies towards their degree program.



",,,,,,
5631,41566,JPER,351,JAZZ PRIVATE STUDY III	,3.0,PST,Private Studies, ; Course Prerequisite: JPER252,UGRD,,"A continuation of JPER 252.
Prerequisite: JPER 252; second-year standing in the Specialization in Jazz Studies*; written permission of the Department of Music. 
NOTE: Students are required to assume part of the cost of private lessons.
NOTE: Students who have received credit for MPER 351, 390 or MUSI 331 may not take this course for credit.
*66 or fewer credits remaining in degree program.",,,,,,
5632,41578,JPER,352,JAZZ PRIVATE STUDY IV,3.0,PST,Private Studies, ; Course Prerequisite: JPER351,UGRD,,"A continuation of JPER 351.
Prerequisite: JPER 351 and written permission of the Department of Music. 
NOTE: Students who have received credit for MPER 352, 390 or MUSI 332 may not take this course for credit.",,,,,,
5633,41590,JPER,422,Jazz Ensemble IV,3.0,STU,Studio,   Course Prerequisite: JPER421,UGRD,,"A continuation of JPER 421.
Prerequisite: JPER 421.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.",,,,,,
5634,41591,JPER,451,JAZZ PRIVATE STUDY V,3.0,PST,Private Studies,; Course Prerequisite: JPER352  You must have completed a minimum amount of 48 credits.,UGRD,,"A continuation of JPER 352.
Prerequisite: JPER 352; third-year standing in the Specialization in Jazz Studies*; written permission of the Department of Music. 
NOTE: Students are required to assume part of the cost of private lessons.
NOTE: Students who have received credit for MPER 451, 490 or MUSI 431 may not take this course for credit.
*33 or fewer credits remaining in degree program.",,,,,,
